address,bathrooms,bedrooms,parking,landArea,price,primaryPropertyType,propertyFeatures,state,suburb,postcode
"22/16-18 Hamilton Road, Bayswater North VIC 3153",1,2,1,,"Private Sale ($550,000 - $595,000)",Apartment,,VIC,Bayswater North,3153
"25/114 Shannon Street, Box Hill North VIC 3129",1,3,2,,"Auction $670,000 - $720,000",Apartment,,VIC,Box Hill North,3129
"2215/628 Flinders Street, Docklands VIC 3008",1,2,0,,"$650,000 - $700,000",Apartment,,VIC,Docklands,3008
"2302/138 Spencer Street, Melbourne VIC 3000",2,2,0,,"Extra Large 2Bed2Bath, offer invites",Apartment,,VIC,Melbourne,3000
"1706/421 Docklands Drive, Docklands VIC 3008",1,1,0,,"$390,000 - $420,000",Apartment,Study,VIC,Docklands,3008
"50 First Avenue, Melton South VIC 3338",2,4,6,611,"$474,000 to $514,000",House,,VIC,Melton South,3338
"69 Kirkton Drive, Kurunjang VIC 3337",2,4,2,516,"$559,000 - $579,000",House,,VIC,Kurunjang,3337
"10 Lubrano Street, Brighton East VIC 3187",3,5,4,667,"$2,350,000 - $2,500,000",House,Study,VIC,Brighton East,3187
"8/51-53 James Street, Dandenong VIC 3175",1,2,1,,"$300,000 - $330,000",Apartment,,VIC,Dandenong,3175
"14 Monica Street, Essendon VIC 3040",5,5,4,,"$6,600,000 -$7,000,000",House,,VIC,Essendon,3040
"141 Whitlocks Road, Maldon VIC 3463",1,4,4,89840.212524,"$995,000",House,"Area Views, Built-In Wardrobes, Openable Windows, Dishwasher, Floorboards",VIC,Maldon,3463
"93 Mcbryde Street, Fawkner VIC 3060",1,3,4,,"Auction - $680,000 - $720,000",House,,VIC,Fawkner,3060
"164 Morton Lane,, Benjeroop VIC 3579",1,4,4,10117.14105,,Any,,VIC,Benjeroop,3579
"208/294 Keilor Road, Essendon North VIC 3041",1,2,1,,"$360,000 - $395,000",Apartment,,VIC,Essendon North,3041
"84 Gange Street, Mooroopna VIC 3629",1,3,4,562,"$370,000-$390,000",House,"Air conditioning, Built in wardrobes, Close to Schools, Close to Shops, Close to Transport, First Home Buyer, Fully fenced, Secure Parking, Separate Lounge, Shed",VIC,Mooroopna,3629
"8 Hakeville Avenue, Nunawading VIC 3131",3,4,2,,"$1,500,000 - $1,650,000",House,,VIC,Nunawading,3131
"2 Explorer Drive, Mildura VIC 3500",2,4,2,886,"$565,000 - $619,000",House,"Built-in Robes, Evaporative Cooling",VIC,Mildura,3500
"9/1 Valetta Street, Carrum VIC 3197",2,2,1,,"$700,000 - $770,000",Townhouse/Villa,,VIC,Carrum,3197
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"6/28 Wilmoth Street, Northcote VIC 3070",1,1,1,,"$350,000 - $380,000",Apartment,,VIC,Northcote,3070"18 Buckland Court, Yea VIC 3717",2,4,2,1002,"$769,999.00","Any,House","Air Conditioning  Reverse Cycle, Appliances  Stainless Steel Dishwasher &amp; Oven, Bath  Built-in, Built-In Wardrobes, Ensuite, Living Area, Walk-In Pantry, Alfresco, Garage  Double, Area Views, Close to Parklands, Close to Schools, Close to Shops",VIC,Yea,3717
"1d/26-28 Park Lane, Traralgon VIC 3844",1,2,2,,"$395,000",Apartment,"Swimming Pool, Outdoor area, Deck, Fully fenced, Shed, Carport, Dishwasher, Built in wardrobes, Floorboards, Living area, Gym, Toilet, Air conditioning, Heating, Carport spaces: 2",VIC,Traralgon,3844
"329 Main Street, Bairnsdale VIC 3875",2,3,1,1000,"$499,000",House,,VIC,Bairnsdale,3875
"Chrysler Drive, Epsom VIC 3551",0,0,0,8130,Expression of Interest Closes Wed 10 July 2pm,Land,,VIC,Epsom,3551
"70 Roulston Way, Wallan VIC 3756",0,0,0,969,"$470,000- $510,000",Land,,VIC,Wallan,3756
"6A Moona Avenue, Mornington VIC 3931",2,3,1,318,"$880,000 - $968,000",House,,VIC,Mornington,3931
"102/1042 Doncaster Road, Doncaster East VIC 3109",1,2,1,,"$480,000 - $500,000",Apartment,,VIC,Doncaster East,3109
"4/10 Stawell Street, Mentone VIC 3194",1,2,1,,"$610,000 - $670,000",Apartment,"Built-in Robes, Courtyard, Floorboards, Split-system Air-conditioning, Split-system Heating",VIC,Mentone,3194
"11 Hakea Avenue, Capel Sound VIC 3940",2,4,2,595,"$780,000 - $850,000",House,,VIC,Capel Sound,3940
"4/17-21 Westmelton Drive, Melton West VIC 3337",1,3,2,,"$329,000 - $359,000",House,,VIC,Melton West,3337
"25 Celebration Circuit, Pakenham VIC 3810",2,3,2,343,"$580,000 - $620,000",House,,VIC,Pakenham,3810
"4/28 Esplanade, Brighton VIC 3186",2,3,2,,Viewing by appointment,Apartment,Study,VIC,Brighton,3186
"22 Irving Road, Pakenham VIC 3810",2,3,1,650,"AUCTION  $550,000 - $605,000",House,,VIC,Pakenham,3810
"2/70 Gadd Street, Northcote VIC 3070",2,2,2,,"$720,000 - $760,000",Townhouse/Villa,,VIC,Northcote,3070
"32 Rickards Avenue, Knoxfield VIC 3180",1,4,4,893,AUCTION,House,,VIC,Knoxfield,3180
"5 Mahy Court, Coldstream VIC 3770",2,3,5,993,"$780,000 - $850,000",House,,VIC,Coldstream,3770
"24 Francis Street, Horsham VIC 3400",1,3,3,1021,,House,"Air conditioning, Built in wardrobes, Internal Laundry, Heating, Dishwasher, Secure Parking, Shed, Fully fenced, Garden / Courtyard, Ground floor",VIC,Horsham,3400
"68 Rulingia Road, Donnybrook VIC 3064",2,4,2,,Contact Agent,House,,VIC,Donnybrook,3064
"37 Keynes Circuit, Fraser Rise VIC 3336",2,3,2,,"$550,000 - $600,000",House,,VIC,Fraser Rise,3336
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"34 Bowman Drive, Mill Park VIC 3082",2,3,2,,$730k - $790k - Auction Sat 6th July @ 1pm,House,,VIC,Mill Park,3082
"2/34 Tyler Street, Preston VIC 3072",2,2,1,,"AUCTION $580,000 - $635,000",Townhouse/Villa,,VIC,Preston,3072
"15 Ruff Street, Sale VIC 3850",1,3,1,458,"$325,000",House,"Built in Pantry, Floorboards, Garden Shed, Gas, Heating, Seperate Toilet, Split System",VIC,Sale,3850
"26 Broadlea Crescent, Viewbank VIC 3084",2,4,2,962,"Auction $1,350,000 - $1,450,000",House,,VIC,Viewbank,3084
"2/60 Clingin Street, Reservoir VIC 3073",2,2,2,,"AUCTION ESR $539,000 - $565,000",Apartment,"Air Conditioning, Heating, Close to Transport, Close to Shops, Close to Schools",VIC,Reservoir,3073
"73 Soho Boulevard, Berwick VIC 3806",2,2,1,,"$590,000 - $620,000",House,Study,VIC,Berwick,3806
"90 Berrigan Drive, Bonshaw VIC 3352",0,0,0,512,"$280,000",Land,,VIC,Bonshaw,3352
"26 Rosalind St, Mooroopna VIC 3629",2,3,4,,"$395,000-$420,000",House,,VIC,Mooroopna,3629
"Unit 2/3 Sutherland St, Stawell VIC 3380",1,2,1,,"$249,000",Apartment,,VIC,Stawell,3380
"3/3 Saxtons Drive, Moe VIC 3825",1,2,1,160,"$350,000",Apartment,"Built in wardrobes, Internal Laundry, Gas, Bath, Gas, Heating, Secure Parking, alum windows, slab, electric cooking, gas wall HWS, foldaline, garden shed, covered outdoor area, awnings",VIC,Moe,3825
"148 Spring Street, Reservoir VIC 3073",1,3,1,402,"$880,000 - $930,000",House,,VIC,Reservoir,3073
"104/198 Whitehorse Road, Balwyn VIC 3103",2,2,1,,"$620,000 - $680,000",Apartment,,VIC,Balwyn,3103
"11/26 Jonathan Avenue, Burwood East VIC 3151",1,3,2,234,"AUCTION $780,000 - $850,000",Apartment,"Air conditioning, Built in wardrobes, Separate Dining Room, Secure Parking, Swimming Pool",VIC,Burwood East,3151
"6 Jordan Avenue, Mildura VIC 3500",2,4,4,810,"$649,000 - $713,000",House,,VIC,Mildura,3500
"20 Bonds Road, Yinnar VIC 3869",2,6,2,638,"$628,000",House,,VIC,Yinnar,3869
"50 Fitzroy Avenue, Red Cliffs VIC 3496",1,4,3,1939,"$499,000 - $548,900",House,,VIC,Red Cliffs,3496
"1022-1030 Sandilong Avenue, Irymple VIC 3498",2,5,2,3001,"$940,000 - $1,034,000",House,,VIC,Irymple,3498
"8 Stephanie Street, Mildura VIC 3500",2,3,2,606,"$474,000 - $521,000",House,Ensuite,VIC,Mildura,3500
"11 Larissa Street, Tarneit VIC 3029",0,0,0,,"$420,000 - $460,000",Land,,VIC,Tarneit,3029
"12 Eden Court, Ascot Vale VIC 3032",0,0,0,,"Auction $1,550,000 - $1,650,000",Land,,VIC,Ascot Vale,3032
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"8 Bristol Way, Mildura VIC 3500",2,3,2,460,"$460,000 - $499,000",House,Ensuite,VIC,Mildura,3500
"306/201 High Street, Prahran VIC 3181",1,2,1,,"$465,000 - $485,000",Apartment,"Air conditioning, Balcony / Deck, Built in wardrobes, Dishwasher, Gym, Intercom, Secure Parking, Heating",VIC,Prahran,3181
"3 Daniel Solander Drive, Endeavour Hills VIC 3802",2,3,1,645,"$690,000 - $750,000",House,,VIC,Endeavour Hills,3802
"3a Raven Street, Doncaster East VIC 3109",2,3,4,403,"$1,050,000 - $1,150,000",House,,VIC,Doncaster East,3109
"9 Seaeagle Avenue, Point Cook VIC 3030",2,4,2,531,"$825,000 - $875,000",House,,VIC,Point Cook,3030
"25 Francis Street, Horsham VIC 3400",1,3,2,,"$429,000",House,,VIC,Horsham,3400
"88 Wantirna Road, Ringwood VIC 3134",1,3,1,,"$740,000 - $810,000",House,Air Conditioning,VIC,Ringwood,3134
"105 Sackville Street, Montmorency VIC 3094",2,4,2,716,"$1,250,000 - $1,350,000",House,Study,VIC,Montmorency,3094
"205/832 Doncaster Road, Doncaster VIC 3108",2,2,1,,"$550,000 - $580,000",Apartment,,VIC,Doncaster,3108
"87/416A Saint Kilda Road, Melbourne VIC 3004",2,3,1,100,"$750,000 - $800,000",Apartment,"Air conditioning, Balcony / Deck, Built in wardrobes, Dishwasher, Floorboards, Gym, Intercom, Swimming Pool, Secure Parking, Study, Tennis Court, City Views",VIC,Melbourne,3004
"80 Nepean Highway, Aspendale VIC 3195",0,0,0,1238,Expressions of interest close 30 July at 5pm,Land,,VIC,Aspendale,3195
"4/19 Spencer Road, Ballan VIC 3342",2,3,2,460,"$420,000",Apartment,,VIC,Ballan,3342
"24/70A Church Street, Hawthorn VIC 3122",1,3,1,,"$690,000 - $750,000",Apartment,"Air conditioning, Intercom, Built in wardrobes, Internal Laundry, Dishwasher, Balcony / Deck",VIC,Hawthorn,3122
"5/48 Woolton Avenue, Thornbury VIC 3071",1,1,1,,"EOI $360,000 - $390,000",Apartment,,VIC,Thornbury,3071
"18 Radiata Street, Beveridge VIC 3753",2,4,2,372,"$650,000 - $670,000",House,Ensuite,VIC,Beveridge,3753
"8/3 Watt Street, Thornbury VIC 3071",1,3,2,,"Auction $1,000,000 - $1,100,000",Apartment,,VIC,Thornbury,3071
"110 Morgan Street, Sebastopol VIC 3356",1,3,1,310,"$345,000 - $365,000",House,,VIC,Sebastopol,3356
"11 Lincoln Way, Melton West VIC 3337",2,4,2,740,"$530,000 - $560,000",House,,VIC,Melton West,3337
"14 Rita Crescent, Brookfield VIC 3338",0,0,0,350,"$340,000 - $360,000",Land,,VIC,Brookfield,3338
"10 Balfour Close, Point Cook VIC 3030",1,3,2,578,"$750,000 - $780,000",House,,VIC,Point Cook,3030
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"8 Rita Crescent, Brookfield VIC 3338",0,0,0,350,"$340,000 - $360,000",Land,,VIC,Brookfield,3338
"19 Latifolium Street, Donnybrook VIC 3064",2,4,2,350,Closing Date 8th July @ 6pm(unless Sold Prior),House,,VIC,Donnybrook,3064
"30 Jomon Way, Officer VIC 3809",2,3,1,,"$550,000 - $595,000",House,,VIC,Officer,3809
"2/17 Warriston Street, Brighton VIC 3186",3,4,2,,Expressions of interest close 30 July at 5pm,Townhouse/Villa,,VIC,Brighton,3186
"34 Baynes Road, Red Hill South VIC 3937",2,4,2,1154,"Private Sale | $1,850,000 - $2,035,000",House,,VIC,Red Hill South,3937
"3101 Springsure Street, Truganina VIC 3029",2,4,2,263,"$694,555 - Turnkey Fixed Price Build",House,"Fully Fenced, Remote Garage, Secure Parking, Alarm System, Broadband Internet Available, Built-in Wardrobes, Dishwasher, Pay TV Access, Ducted Heating, Split-System Air Conditioning, Ensuite",VIC,Truganina,3029
"7 Blairmont Crescent, Tarneit VIC 3029",2,4,2,,Contact Agent!,House,"Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Dishwasher",VIC,Tarneit,3029
"12 Tawney Road, Clyde North VIC 3978",2,4,2,400,"$810,000 - $891,000",House,,VIC,Clyde North,3978
"506 Neill Street, Soldiers Hill VIC 3350",1,4,4,919,"$975,000 - $1,050,000",House,,VIC,Soldiers Hill,3350
"610/3 Tarver Street, Port Melbourne VIC 3207",2,2,2,,"$775,000 - $850,000",Apartment,"Ensuite, Study, Dishwasher, Built-in Robes, Gym, Floorboards, Air-Conditioner, Intercom, Swimming Pool, Spa, Secure Parking, Outdoor Entertainment",VIC,Port Melbourne,3207
"110 Melba Avenue, Sunbury VIC 3429",2,3,2,655,"$595,000 to $650,000",House,,VIC,Sunbury,3429
"314/154 Elgar Road, Box Hill South VIC 3128",2,2,1,,"$415,000 - $450,000",Apartment,,VIC,Box Hill South,3128
"1/38 Browning Street, Kingsbury VIC 3083",2,3,2,227,"ESR $650,000 - $715,000",Townhouse/Villa,"Close to Transport, Close to Shops, Close to Schools",VIC,Kingsbury,3083
"143 Kirkpatricks Road, Macclesfield VIC 3782",3,4,2,57200,"$1,400,000 - $1,500,000",House,"Built in wardrobes, Bungalow, Coonara, Ensuite, Menage, Outdoor Entertaining, Paddocks, Shed, Study, Tank Water, Views, Walk-In Robes",VIC,Macclesfield,3782
"2 Diamond Street, Drouin VIC 3818",2,3,2,347,"$599,000 - $629,000",House,,VIC,Drouin,3818
"3 Daphne Walk, Clyde VIC 3978",2,3,2,115,"$530,000 - $580,000",House,"Air Conditioning, Area Views, Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Ensuite, Split system",VIC,Clyde,3978
"406/8 Joseph Road, Footscray VIC 3011",2,3,1,,"$680,000 - $720,000",Apartment,"Dishwasher, Split System Heating, Split System Air Conditioning, Pool",VIC,Footscray,3011
"10 Denton Drive, Officer VIC 3809",2,4,2,250,"$685,000 - $750,000",House,,VIC,Officer,3809
"1313/6 Leicester Street, Carlton VIC 3053",1,1,0,,Contact agent,Apartment,"City Views, Gas, Heating, Built in wardrobes, Intercom, Balcony / Deck",VIC,Carlton,3053
"38A Chittenup Bend, Sydenham VIC 3037",2,3,1,401,"$650,000 - $690,000",House,"Built-In Wardrobes, Close to Transport, Close to Shops, Alarm System, Close to Schools, Ensuite, Ducted Heating, Study",VIC,Sydenham,3037
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"3 Edinburgh Avenue, Glen Waverley VIC 3150",1,4,3,806,AUCTION,House,,VIC,Glen Waverley,3150
"8 Coleridge Court, Templestowe VIC 3106",3,4,2,,"$2,300,000 - $2,500,000",House,,VIC,Templestowe,3106
"90 St Georges Road, Northcote VIC 3070",1,3,1,,"Auction $1,280,000 - $1,380,000",House,,VIC,Northcote,3070
"11 Swans Road, Darley VIC 3340",2,4,8,4830,"$1,199,000 - $1,279,000",House,"Heating, Built-In Wardrobes, Ensuite, Dishwasher",VIC,Darley,3340
"10/114 Kennington Park Drive, Endeavour Hills VIC 3802",3,4,2,,"$720,000 - $760,000",Townhouse/Villa,Ensuite,VIC,Endeavour Hills,3802
"18 Joel Place, Mooroolbark VIC 3138",2,5,3,,"$1,300,000 - $1,400,000",House,"Air Conditioning, Built-In Wardrobes, Vacuum System, Ensuite, Solar Panels, Study",VIC,Mooroolbark,3138
"9/216 Warrandyte Road, Ringwood North VIC 3134",2,3,2,,"$1,000,000 - $1,100,000",Apartment,,VIC,Ringwood North,3134
"7/31 Taylor Street, Moonee Ponds VIC 3039",2,2,1,,"Auction $600,000 - $640,000",Apartment,,VIC,Moonee Ponds,3039
"7/18-20 Francis Street, Clayton VIC 3168",1,2,2,,Contact Agent,Apartment,,VIC,Clayton,3168
"443/57 Spencer Street, Docklands VIC 3008",1,1,1,,"550,000 - 580,000",Apartment,"Heating, Alarm System, Pool, Intercom, Gym",VIC,Docklands,3008
"20 Avelin Street, Hampton VIC 3188",2,4,3,,PRIVATE SALE,House,,VIC,Hampton,3188
"89 Princes Street, Carlton VIC 3053",2,3,1,,"$1,000,000-$1,100,000",House,,VIC,Carlton,3053
"11 Daphne Street, Bentleigh East VIC 3165",1,3,2,,"$1,550,000 - $1,600,000",House,,VIC,Bentleigh East,3165
"40 Castleknock Drive, Glengarry VIC 3854",2,4,2,715,"From $576,870",House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Secure Parking",VIC,Glengarry,3854
"24 Watson Street, Epsom VIC 3551",3,4,9,5500,"$749,000",House,"Heating, Built-In Wardrobes, Bush Retreat, Close to Transport, Close to Shops, Close to Schools, Ensuite, Carpeted, Kitchenette, Roller Door Access, Split System Heating, Split System Cooling, Evaporative Cooling, Water Tank, Walk-In Robe, Dishwasher",VIC,Epsom,3551
"509/97 Flemington Road, North Melbourne VIC 3051",1,1,0,,"$285,000 - $313,500 Urgent Sale!!",Apartment,"Air Conditioning, Built-In Wardrobes, Intercom, Close to Schools, Kitchenette, Dishwasher",VIC,North Melbourne,3051
"25 Viewbank Drive, Keilor East VIC 3033",2,4,2,591,"Auction $1,300,000 - $1,395,000",House,,VIC,Keilor East,3033
"404 Open Drive, Drouin VIC 3818",2,4,2,509,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Drouin,3818
"205/148 Wells Street, South Melbourne VIC 3205",2,3,1,,THE DEAL: $910K - $1M,Apartment,,VIC,South Melbourne,3205
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"19A Wattle Road, Maidstone VIC 3012",1,3,3,524,"Auction $795,000 - $860,000",House,,VIC,Maidstone,3012
"1 Erindale Mews, Point Cook VIC 3030",2,4,2,608,"$880,000 - $930,000",House,,VIC,Point Cook,3030
"1417-1419 Birregurra-Deans Marsh Road, Deans Marsh VIC 3235",1,3,12,2203,"$1,295,000",House,,VIC,Deans Marsh,3235
"2 Johnson Drive, Irymple VIC 3498",2,4,2,788,"$500,000 - $550,000",House,,VIC,Irymple,3498
"23 The Boulevard, Morwell VIC 3840",1,3,2,,"$449,000 - $469,000",House,"Balcony / Deck, Dishwasher, Secure Parking, Built-in wardrobe, Ducted Heating, Large backyard",VIC,Morwell,3840
"3/1906 Malvern Road, Malvern East VIC 3145",4,5,2,,"$2,000,000 - $2,200,000",Townhouse/Villa,,VIC,Malvern East,3145
"310 Lot 2629 Ambition Way, Clyde North VIC 3978",2,4,2,512,"$875,000",House,"Ensuite, Built in wardrobes, Secure Parking",VIC,Clyde North,3978
"89 Clarkes Road, Fyansford VIC 3218",2,4,2,445,"$799,000 - $869,000",House,,VIC,Fyansford,3218
"1/292 Walnut Avenue, Mildura VIC 3500",1,2,1,398,"$295,000 - $324,500",Apartment,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops",VIC,Mildura,3500
"2011 Delmare Drive, Leopold VIC 3224",2,4,2,505,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Leopold,3224
"22 Dougherty Court, Mulgrave VIC 3170",3,5,2,652,AUCTION,House,,VIC,Mulgrave,3170
"53 Parkside Drive, Moe VIC 3825",2,3,2,931,"$815,000",House,,VIC,Moe,3825
"1/555 Main Street, Mordialloc VIC 3195",1,2,1,,"$620,000-$660,000",Apartment,,VIC,Mordialloc,3195
"23 Gurri Drive, Campbells Creek VIC 3451",0,0,0,795,"$259,000",Land,,VIC,Campbells Creek,3451
"24 Mossman Crescent, Lalor VIC 3075",1,3,2,537,"$600,000 - $650,000",House,,VIC,Lalor,3075
"32 Babar Drive, Officer VIC 3809",2,3,1,,"$580,000 - $638,000",House,,VIC,Officer,3809
"517 Rotunno Drive, Charlemont VIC 3217",2,3,2,,"$604,283",House,,VIC,Charlemont,3217
"726 Peatland Road, Fraser Rise VIC 3336",2,4,2,,"$755,498",House,,VIC,Fraser Rise,3336
"26 Leonard Street, Dandenong VIC 3175",1,4,2,587,"$700,000 - $750,000",House,"Air conditioning, Built in wardrobes, Separate Dining Room, Heating, Study, Garden / Courtyard",VIC,Dandenong,3175
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"98 Kangaroo Road, Hughesdale VIC 3166",2,3,2,430,"$1,350,000 - $1,450,000",House,,VIC,Hughesdale,3166
"2006 Delmare Drive, Leopold VIC 3224",2,3,2,401,,House,"Floorboards, Ensuite, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Leopold,3224
"38 Glory Way, Shepparton VIC 3630",0,0,0,553,"$199,000 - $219,000",Land,,VIC,Shepparton,3630
"507/115 Beach Street, Port Melbourne VIC 3207",2,3,2,,"$2,200,000 to $2,400,000",Apartment,,VIC,Port Melbourne,3207
"191/73 River Street, Richmond VIC 3121",1,1,1,,"$450,000 - $475,000",Apartment,,VIC,Richmond,3121
"12/151-153 The Parade, Ascot Vale VIC 3032",1,2,1,,"EOI-$410,000 - $450,000",Apartment,"Air conditioning, Built in wardrobes",VIC,Ascot Vale,3032
"152 Rattray Road, Montmorency VIC 3094",2,3,3,929,"$1,000,000 - $1,100,000",House,"Built in wardrobes, Ducted Heating, Outdoor Entertainment Area",VIC,Montmorency,3094
"27 Wills Road, Melton South VIC 3338",4,4,2,580,Contact Agent,House,"Intercom, Ensuite(s), Remote control garage, Secure parking, Outdoor entertainment area, Fully fenced, Study, Gas heating, Floorboards, Evaporative cooling, Built in robes, Dishwasher, Ducted heating, Ducted cooling",VIC,Melton South,3338
"39 Wood Rd, Foster VIC 3960",0,0,0,707,,Land,,VIC,Foster,3960
"62 Petunia Avenue, Tarneit VIC 3029",2,3,1,,"$520,000-$540,000",House,,VIC,Tarneit,3029
"35 Freshbrook Avenue, Truganina VIC 3029",2,4,2,450,Contact Agent,House,,VIC,Truganina,3029
"632 Cumberland Boulevard, Winter Valley VIC 3358",2,4,2,448,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Winter Valley,3358
"Lot 2216 Coquina Drive, Point Lonsdale VIC 3225",2,3,2,392,"From $1,034,418",House,"Alfresco, Dining, Ensuite, Family, Laundry, Lounge, Porch, Separate WC, Walk-in Pantry, Walk-in Robe, Hamptons Facade, Double Glazed Windows & Sliding Doors, Carpet & Tiles throughout, Ceiling Heights - 2550mm (8 foot 6), Caeserstone Kitchen Bench tops, Under Roof Alfresco",VIC,Point Lonsdale,3225
"1-8/30 Aberdeen Grove, Northcote VIC 3070",8,8,8,,"$2,580,000 - $2,800,000",Apartment,,VIC,Northcote,3070
"3/154 Mountain View Road, Briar Hill VIC 3088",1,2,1,,"$570,000 - $625,000",Apartment,,VIC,Briar Hill,3088
"Lot 824 Black Swan Drive, St Leonards VIC 3223",2,4,2,448,"From $892,369",House,"Alfresco, Courtyard, Dining, Ensuite, Family, Laundry, Lounge, Office, Porch, Separate WC, Walk-in Pantry, Walk-in Robe, Beach Facade, Double Glazed Windows & Sliding Doors, Carpet & Tiles, Ceiling Heights - 2590mm (8 foot 6), Westinghouse Appliances, Under Roof Alfresco",VIC,St Leonards,3223
"Lot 1050 Rindle Street, Lara VIC 3212",2,3,2,400,"From $822,976",House,"Alfresco, Dining, Ensuite, Family, Laundry, Lounge, Porch, Separate WC, Walk-in Pantry, Walk-in Robe, Beach Facade, Double Glazed Windows & Sliding Doors, Carpet & Tiles throughout, Caeserstone Kitchen Bench Tops, Ceiling Heights 2550mm (8 foot 6), Under Roof Alfresco",VIC,Lara,3212
"9 Conquest Drive, Werribee VIC 3030",2,5,3,594,"$810,000 - $870,000",House,Ensuite,VIC,Werribee,3030
"201 Gayfer Road, Chiltern VIC 3683",1,1,1,540000,"$1,995,000",Land,"Air Conditioning, Furnished, Shed, Large Block, Acreage, Entertainment Area, Solar",VIC,Chiltern,3683
"106 Paradiski Chase, Delacombe VIC 3356",2,4,2,446,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Delacombe,3356
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"22 Pooley Bridge Road, Mordialloc VIC 3195",2,4,2,,"$1,400,000 - $1,500,000",House,,VIC,Mordialloc,3195
"Lot 6936 Journey Crescent, Mount Duneed VIC 3217",2,3,2,400,"From $711,088",House,"Alfresco, Dining, Ensuite, Family, Laundry, Porch, Walk-in Robe, Beach Facade, Double Glazed Windows & Sliding Doors, Ceiling Height - 2590mm (8 foot 6), Carpet & Tiles, 900mm Westinghouse Appliances, Under Roof Alfresco",VIC,Mount Duneed,3217
"Lot 1522 Elgin Rise, Mount Duneed VIC 3217",2,3,2,544,"From $1,032,967",House,"Alfresco, Courtyard, Dining, Ensuite, Family, Laundry, Porch, Powder Room, Walk-in Pantry, Walk-in Robe, Double Glazed Windows & Sliding Doors, Carpet & Tiles throughout, Caeserstone Kitchen Bench Tops, Ceiling Height 2550mm (8 foot 6), Under Roof Alfresco",VIC,Mount Duneed,3217
